ClinicID,State,Name,Street.Address,City,Latitude,Longitude,Full_Address,County,FIPS,County_RUC,County_Population,County_Land
C630,Massachusetts,Bay Cove Treatment Program,66 Canal St.,Boston,42.363665,-71.05969626,"66, Canal Street, Bulfinch Triangle, West End, Boston, Suffolk County, Massachusetts, 02222, United States of America",middlesex,25017,1,1582857,817.857
C631,Massachusetts,"Addiction Treatment Center of New England, Inc.",77F Warren St.,Brighton,42.349353,-71.143061,"77, Warren Street, Aberdeen, Brighton, Boston, Suffolk County, Massachusetts, 02135, United States of America",suffolk,25025,1,780685,58.247
C632,Massachusetts,Brockton Opioid Treatment Program,30 Meadowbrook Road,Brockton,42.05746409,-71.00982315,"30, Meadowbrook Road, Campello, Brockton, Plymouth County, Massachusetts, 02301, United States of America",plymouth,25023,1,509114,658.585
C633,Massachusetts,High Point Treatment Center Inc.- Men's Addiction Treatment Center,10 Meadowbrook Road,Brockton,42.05840218,-71.01018688,"10, Meadowbrook Road, Campello, Brockton, Plymouth County, Massachusetts, 02301, United States of America",plymouth,25023,1,509114,658.585
C634,Massachusetts,HRI Hospital,227 Babcock Street,Brookline,42.3507678,-71.12116722,"HRI Hospital, 227, Babcock Street, Coolidge Corner, Brookline, Suffolk County, Massachusetts, 02446, United States of America",suffolk,25025,1,780685,58.247
C635,Massachusetts,North Charles Institute for the Addictions: The Cambridge Hospital Narcotic Treatment Program,54 Washburn Avenue,Cambridge,42.40000385,-71.13028762,"54, Washburn Avenue, North Cambridge, Cambridge, Middlesex County, Massachusetts, 02140, United States of America",middlesex,25017,1,1582857,817.857
C636,Massachusetts,Health Care Resource Centers,175 Crescent Ave.,Chelsea,42.3961559,-71.0233983,"175, Crescent Avenue, Box District, Chelsea, Suffolk County, Massachusetts, 02150, United States of America",middlesex,25017,1,1582857,817.857
C637,Massachusetts,Health Care Resource Centers,628 Center St.,Chicopee,42.1326373,-72.6135431,"Kin's Auto Glass & Repair, 628, Center Street, Chicopee, Hampden County, Massachusetts, 01013, United States of America",hampden,25013,2,469188,617.001
C638,Massachusetts,"CAB Health and Recovery Services  CAB Treatment Center, Danvers",111 Middleton Rd.,Danvers,42.58690335,-70.97679352,"111, Middleton Road, Hathorne, Danvers, Essex County, Massachusetts, 01937, United States of America",essex,25009,1,775860,492.512
C639,Massachusetts,Recovery Centers of America,75 Lindall Street,Danvers,42.5742536,-70.94366404,"Recovery Center of America, 75, Lindall Street, Ferncroft, Danvers, Essex County, Massachusetts, 01923, United States of America",essex,25009,1,775860,492.512
C640,Massachusetts,Habit Opco  Wareham,3086 Cranberry Hwy.,East Wareham,41.760551,-70.670078,"Cranberry Highway, East Wareham, Wareham, Plymouth County, Massachusetts, 02538, United States of America",plymouth,25023,1,509114,658.585
C641,Massachusetts,SSTAR's Lifeline,1010 South Main Street,Fall River,41.69077545,-71.16515282,"1004;1010, South Main Street, Fall River, Bristol County, Massachusetts, 02724-0300, United States of America",newport,44005,1,83204,102.44
C642,Massachusetts,Habit Opco  Fall River,22 Front St.,Fall River,41.69783781,-71.14669539,"22, Front Street, Fall River, Bristol County, Massachusetts, 02721, United States of America",bristol,25005,1,557016,553.112
C643,Massachusetts,"Stanley St. Treatment and Resources, Inc.",386 Stanley St.,Fall River,41.71450718,-71.13628352,"386, Stanley Street, Fall River, Bristol County, Massachusetts, 02720, United States of America",bristol,25005,1,557016,553.112
C644,Massachusetts,Habit Opco  Fitchburg,155 Airport Rd.,Fitchburg,42.5647026,-71.77395943,"155, Airport Road, West Leominster, South Fitchburg, Fitchburg, Worcester County, Massachusetts, 01420, United States of America",worcester,25027,2,818249,1510.647
C645,Massachusetts,Spectrum Outpatient Services- Framingham,68 Franklin Street,Framingham,42.27907655,-71.4185071,"68, Franklin Street, Framingham Center, Framingham, Middlesex County, Massachusetts, 01702, United States of America",middlesex,25017,1,1582857,817.857
C646,Massachusetts,Northeast Behavioral Health,298 Washington St.,Gloucester,42.6246771,-70.68193004,"Addison Gilbert Hospital, 298, Washington Street, Riverdale Station, Gloucester, Essex County, Massachusetts, 01930, United States of America",essex,25009,1,775860,492.512
C647,Massachusetts,Health Care Resource Centers,177 Shelburne Rd.,Greenfield,42.58752495,-72.62161922,"177, Shelburne Road, Cheapside, Greenfield, Franklin County, Massachusetts, 01301, United States of America",franklin,25011,4,70926,699.197
C648,Massachusetts,Franklin Recovery Center,298 Federal St.,Greenfield,42.600884,-72.594092,"298, Federal Street, Cheapside, Greenfield, Franklin County, Massachusetts, 01301, United States of America",franklin,25011,4,70926,699.197
C649,Massachusetts,Spectrum Outpatient  Haverhill,100 Plaistow Rd,Haverhill,42.814373,-71.10283,"100, Plaistow Road, Westville, Plastow, Rockingham County, Massachusetts, 01830, United States of America",rockingham,33015,1,302479,695.388
C650,Massachusetts,Providence Hospital Holyoke Outpatient Methadone Clinic,1233 Main St.,Holyoke,42.16578055,-72.63389635,"Providence Behavioral Health Hospital, 1233, Main Street, Brightside, Holyoke, Hampden County, Massachusetts, 01040, United States of America",hampden,25013,2,469188,617.001
C651,Massachusetts,Health Care Resource Centers,170 Morton Street,Jamaica Plain,42.29906775,-71.10124352,"Lemuel Shattuck Hospital, 170, Morton Street, Forest Hills, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02131, United States of America",suffolk,25025,1,780685,58.247
C652,Massachusetts,Habit Opco  Lawrence,10 Embankment Street,Lawrence,42.70237572,-71.16852751,"10, Embankment Street, Mount Vernon Park, Lawrence, Essex County, Massachusetts, 01841, United States of America",essex,25009,1,775860,492.512
C653,Massachusetts,Spectrum Health Systems Inc,40 Spruce Street,Leominster,42.52645275,-71.754649,"40, Spruce Street, West Leominster, Gates Crossing, Leominster, Worcester County, Massachusetts, 01453, United States of America",worcester,25027,2,818249,1510.647
C654,Massachusetts,Habit Opco,22 Olde Canal Drive,Lowell,42.6232392,-71.35096851,"22, Olde Canal Drive, Princeton Village, Lowell, Middlesex County, Massachusetts, 01851, United States of America",middlesex,25017,1,1582857,817.857
C655,Massachusetts,Habit Opco  Lynn,11 Circle Ave.,Lynn,42.45271736,-70.95970366,"11, Circle Avenue, Lynn, Essex County, Massachusetts, 01905, United States of America",essex,25009,1,775860,492.512
C656,Massachusetts,"Spectrum Health Systems, Inc.",200 East Main St.,Milford,42.1509994,-71.49838635,"200, East Main Street, Milford, Worcester County, Massachusetts, 01757, United States of America",worcester,25027,2,818249,1510.647
C657,Massachusetts,Spectrum Health Systems Inc,50 Howe Avenue,Millbury,42.1980936,-71.75567706,"50, Howe Avenue, Dorothy Manor, Millbury, Worcester County, Massachusetts, 01527, United States of America",worcester,25027,2,818249,1510.647
C658,Massachusetts,"Seven Hills Behavioral Health, Inc.",34 Gifford St.,New Bedford,41.6177929,-70.91890087,"26;32R;34, Gifford Street, New Bedford, Bristol County, Massachusetts, 02744, United States of America",bristol,25005,1,557016,553.112
C659,Massachusetts,"High Point Treatment Center, Inc.",100 North Front Street,New Bedford,41.65256539,-70.92454113,"100, North Front Street, New Bedford, Bristol County, Massachusetts, 02740, United States of America",bristol,25005,1,557016,553.112
C660,Massachusetts,Health Care Resource Centers,8 Kilburn Street,New Bedford,41.65277198,-70.92346831,"8, Kilburn Street, New Bedford, Bristol County, Massachusetts, 02740, United States of America",bristol,25005,1,557016,553.112
C661,Massachusetts,Spectrum Health Systems Inc,1274 Curran Highway,North Adams,42.6674,-73.1073,,berkshire,25003,3,127751,926.878
C662,Massachusetts,Health Care Resource Centers,441 Pleasant Street,Northampton,42.3128641,-72.62498013,"441, Pleasant Street, Bay State, Northampton, Hampshire County, Massachusetts, 01060, United States of America",hampshire,25015,2,161197,527.238
C663,Massachusetts,Health Care Resource Centers,172 Newbury Street,Peabody,42.5411002,-70.9872281,"172, Newbury Street, Peabody, Essex County, Massachusetts, 01923-1014, United States of America",essex,25009,1,775860,492.512
C664,Massachusetts,Berkshire Medical Center/McGee Recovery Unit,725 North Street,Pittsfield,42.4600752,-73.24927958,"Berkshire Medical Center, 725, North Street, Pontoosuc, Pittsfield, Berkshire County, Massachusetts, 01201, United States of America",berkshire,25003,3,127751,926.878
C665,Massachusetts,Spectrum Health Systems Inc,390 Merrill Road,Pittsfield,42.4580689,-73.21081484,"390, Merrill Road, Adams Junction, Pittsfield, Berkshire County, Massachusetts, 01201, United States of America",berkshire,25003,3,127751,926.878
C666,Massachusetts,Habit OPCO,34 Broad Street,Quincy,42.25528427,-70.99543576,"34, Broad Street, Merrymount, Quincy, Norfolk County, Massachusetts, 02169, United States of America",norfolk,25021,1,694389,396.105
C667,Massachusetts,Dimock Acute Treatment Services,41 Dimock St,Roxbury,42.31986685,-71.09643765,"Dr. Lucy Sewall Center for Acute Treatment Services, 41, Dimock Street, Roxbury, Boston, Suffolk County, Massachusetts, 02130-0947, United States of America",suffolk,25025,1,780685,58.247
C668,Massachusetts,Spectrum Health Systems Inc,184 Broadway Street,Saugus,42.4906356,-71.01521442,"182;184, Broadway, North Saugus, Saugus, Essex County, Massachusetts, 01906, United States of America",essex,25009,1,775860,492.512
C669,Massachusetts,Spectrum Health Systems Inc,861 Main Street,South Weymouth,42.17567025,-70.95598881,"861, Main Street, Brookfield Village, South Weymouth, Weymouth, Norfolk County, Massachusetts, 02190, United States of America",norfolk,25021,1,694389,396.105
C670,Massachusetts,"SPECTRUM HEALTH SYSTEMS, INC.",176 MAIN STREET,SOUTHBRIDGE,42.0742742,-72.03097461,"176, Main Street, Globe Village, Southbridge, Worcester County, Massachusetts, 01550, United States of America",worcester,25027,2,818249,1510.647
C671,Massachusetts,Providence Hospital Springfield Outpatient Methadone Clinic,227 Mill St.,Springfield,42.0930209,-72.57245082,"227, Mill Street, Forest Park, Springfield, Hampden County, Massachusetts, 01108, United States of America",hampden,25013,2,469188,617.001
C672,Massachusetts,Carlson Recovery Center,471 Chestnut St,Springfield,42.11308722,-72.59712089,"471, Chestnut Street, North End, Springfield, Hampden County, Massachusetts, 01104, United States of America",hampden,25013,2,469188,617.001
C673,Massachusetts,Habit OPCO,511 East Columbus Avenue,Springfield,42.0886982,-72.58014014,"505;511, East Columbus Avenue, South End, Springfield, Hampden County, Massachusetts, 01105, United States of America",hampden,25013,2,469188,617.001
C674,Massachusetts,Andrew House Stoughton,909 Sumner Street,Stoughton,42.1005097,-71.0830269,"Curahealth Stoughton, 909, Sumner Street, South Stoughton, Stoughton, Norfolk County, Massachusetts, 02072, United States of America",norfolk,25021,1,694389,396.105
C675,Massachusetts,Habit Opco  Taunton,66 Main Street,Taunton,41.901703,-71.089951,"66, Main Street, Taunton, Bristol County, Massachusetts, 02780, United States of America",bristol,25005,1,557016,553.112
C676,Massachusetts,Womens Recovery from Addictions Prog,60 Hodges Avenue,Taunton,41.9122623,-71.1018843,"Taunton State Hospital, 60, Hodges Avenue, Taunton, Bristol County, Massachusetts, 02780, United States of America",bristol,25005,1,557016,553.112
C677,Massachusetts,Tewksbury Treatment Center of NBH,365 East Street,Tewksbury,42.6069472,-71.2180803,"Tewksbury Hospital, 365, East Street, Tewksbury Junction, Tewksbury, Middlesex County, Massachusetts, 01876-0841, United States of America",middlesex,25017,1,1582857,817.857
C678,Massachusetts,"Spectrum Outpatient  Waltham, MA",210 Bear Hill Road,Waltham,42.3835699,-71.2660255,"210, Bear Hill Road, Prospectville, Waltham, Middlesex County, Massachusetts, 02453-2728, United States of America",middlesex,25017,1,1582857,817.857
C679,Massachusetts,Spectrum Primary Care,154 Oak St.,Westborough,42.285655,-71.6282225,"Women's and Children's Program, 154, Oak Street, Wessonville, Westborough, Worcester County, Massachusetts, 01581, United States of America",worcester,25027,2,818249,1510.647
C680,Massachusetts,Health Care Resource Centers,125 North Elm St.,Westfield,42.1340867,-72.74029984,"125, North Elm Street, Trainfield, Westfield, Hampden County, Massachusetts, 01085-3899, United States of America",hampden,25013,2,469188,617.001
C681,Massachusetts,Recovery Centers of America,9 Village Inn Road,Westminster,42.5429671,-71.8796664,"Wachusett Village Inn, 9, Village Inn Road, Wachusett, Westminster, Worcester County, Massachusetts, 01473, United States of America",worcester,25027,2,818249,1510.647
C682,Massachusetts,Spectrum Health Systems Inc,15 Winter Court,Weymouth,42.2009217,-70.9487109,"Physical Medicine & Rehabilitation, 15, Winter Court, Lovell Corners, Weymouth, Norfolk County, Massachusetts, 02188, United States of America",norfolk,25021,1,694389,396.105
C683,Massachusetts,Health Care Resource Centers,9 Forbes Road,Woburn,42.49505875,-71.1216322,"9, Forbes Road, Walnut Hill, Woburn, Middlesex County, Massachusetts, 01801, United States of America",middlesex,25017,1,1582857,817.857
C684,Massachusetts,"Spectrum Outpatient Services, Inc.",105 Merrick St.,Worcester,42.26651005,-71.81265144,"105, Merrick Street, Piedmont, Hammond Heights, Worcester, Worcester County, Massachusetts, 01609, United States of America",worcester,25027,2,818249,1510.647
C685,Massachusetts,"ADCARE Hospital Of Worcester, Inc.",107 Lincoln St.,Worcester,42.2764151,-71.79469159,"Adcare Hospital, 107, Lincoln Street, Washburn and Moen North Works Historic District, Chandler Hill, Worcester, Worcester County, Massachusetts, 01605, United States of America",worcester,25027,2,818249,1510.647
C686,Massachusetts,"Spectrum Health Systems, Inc.",585 Lincoln St.,Worcester,42.2962766,-71.76889729,"585, Lincoln Street, Beverly Road, Worcester, Worcester County, Massachusetts, 01606, United States of America",worcester,25027,2,818249,1510.647
C687,Massachusetts,Washburn House,1183 Main Street,Worcester,42.24347425,-71.83833207,"1183, Main Street, Webster Square, Ludlow, Worcester, Worcester County, Massachusetts, 01603, United States of America",worcester,25027,2,818249,1510.647
C688,Massachusetts,Habit Opco  Yarmouth,31A Workshop Road,Yarmouth,41.6860581,-70.21173775,"31, Workshop Road, South Yarmouth, Yarmouth, Barnstable County, Massachusetts, 02664, United States of America",barnstable,25001,3,213900,394.215
C689,Michigan,Ann Arbor Treatment Services,4673 Washtenaw Ave.,Ann Arbor,42.2720816,-83.7276053,"Washtenaw Avenue, North Burns Park, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America",washtenaw,26161,2,361509,705.966
C690,Michigan,Ann Arbor Treatment Services,522 South Maple Road,Ann Arbor,42.27609374,-83.78024979,"522, South Maple Road, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America",washtenaw,26161,2,361509,705.966
C691,Michigan,Victory Clinical Services,842 East Columbia Avenue,Battle Creek,42.29915654,-85.17435794,"842, East Columbia Avenue, Sunrise Heights, Emmett Charter Township, Calhoun County, Michigan, 49014, United States of America",calhoun,26025,3,134327,706.261
C692,Michigan,Harbortown Treatment Center,1022 E. Main St.,Benton Harbor,42.11770325,-86.43399429,"1022, East Main Street, Benton Harbor, Berrien County, Michigan, 49022, United States of America",berrien,26021,3,154948,567.777
C693,Michigan,The Brighton Center,2512 Harte Dr.,Brighton,42.56554,-83.806668,,livingston,26093,1,186946,565.253
C694,Michigan,Premier Services of Michigan LLC,25639 Ford Rd.,Dearborn Heights,42.32654302,-83.290059,"25639, Ford Road, Dearborn Heights, Wayne County, Michigan, 48127, United States of America",wayne,26163,1,1763822,611.788
C695,Michigan,Nardin Park Recovery Center,9605 Grand River Ave.,Detroit,42.3350713,-83.0557006,"Grand River Avenue, West Side Industrial Park, Midtown, Detroit, Wayne County, Michigan, 48208, United States of America",wayne,26163,1,1763822,611.788
C696,Michigan,Wayne State University Physicians Group  Jefferson Ave. Research Clinic,3901 Chrysler Service Drive,Detroit,42.343914,-83.045977,"Chrysler Service Drive, Eastern Market, Midtown, Detroit, Wayne County, Michigan, 48201, United States of America",wayne,26163,1,1763822,611.788
C697,Michigan,Opioid Treatment Program- John D. Dingell VA Medical Center,4646 John R. St.,Detroit,42.35521505,-83.05895938,"John D. Dingell VA Medical Center, 4646, John R Street, Medical Center, Midtown, Detroit, Wayne County, Michigan, 48201, United States of America",wayne,26163,1,1763822,611.788
C698,Michigan,"S.T.A.R. Center, Inc.",13575 Lesure St.,Detroit,42.38582657,-83.1801001,"13575, Lesure Street, Happy Homes, Northwest Detroit, Detroit, Wayne County, Michigan, 48227, United States of America",wayne,26163,1,1763822,611.788
C699,Michigan,"New Light Recovery Center, Inc.",300 W. McNichols St.,Detroit,42.418158,-83.107298,,wayne,26163,1,1763822,611.788
C700,Michigan,Metro East Substance Abuse Treatment Corporation Harper/ Chalmers Clinic,13929 Harper Ave.,Detroit,42.4198897,-82.9321015,"Harper Avenue, Cornerstone Village, Detroit, Wayne County, Michigan, 48224, United States of America",wayne,26163,1,1763822,611.788
C701,Michigan,Quality Behavioral Health,6821 Medbury Street,Detroit,42.379751,-83.02702565,"6821, Medbury Street, Gratiot Town/Kettering, Midtown, Detroit, Wayne County, Michigan, 48211, United States of America",wayne,26163,1,1763822,611.788
C702,Michigan,Institute of Supportive Services Inc,19940 Conant Street,Detroit,42.44083033,-83.07923478,"19940, Conant Street, Butler, Detroit, Wayne County, Michigan, 48234, United States of America",wayne,26163,1,1763822,611.788
C703,Michigan,"Sacred Heart Rehabilitation Center, Inc.",2091 Professional Drive,Flint,43.0152321,-83.7459145,"Professional Drive, Flint Township, Genesee County, Michigan, 48532, United States of America",genesee,26049,2,410881,636.936
C704,Michigan,Bio Medical Behavioral Health System,1044 Gilbert,Flint,43.01613546,-83.74985238,"1044, Gilbert Road, Flint Township, Genesee County, Michigan, 48532, United States of America",genesee,26049,2,410881,636.936
C705,Michigan,"Michigan Therapeutic Consultants, PC",711 S. Illinois,Gaylord,45.02043614,-84.68120282,"711, South Illinois Avenue, Gaylord, Otsego County, Michigan, 49735, United States of America",otsego,26137,7,24247,515.007
C706,Michigan,"Northern Michigan Substance Abuse Services, Inc.",2136 West M-32,Gaylord,45.029058,-84.718417,,otsego,26137,7,24247,515.007
C707,Michigan,"Cherry Street Services, Inc.",2303 Kalamazoo Ave. SE,Grand Rapids,42.92155873,-85.63335618,"2303, Kalamazoo Avenue Southeast, Third Ward, Grand Rapids, Kent County, Michigan, 49507, United States of America",kent,26081,2,636376,848.878
C708,Michigan,Western Michigan Comp Treatment Center,3584 Fairlanes Avenue SW,Grandville,42.89988365,-85.77573228,"3584, Fairlanes Avenue Southwest, Grandville, Kent County, Michigan, 49418, United States of America",kent,26081,2,636376,848.878
C709,Michigan,"Victory Clinical Services III, LLC",3300 Lansing Ave,Jackson,42.28922891,-84.41372994,"3300, Lansing Avenue, Blackman Charter Township, Jackson County, Michigan, 49202, United States of America",jackson,26075,3,158989,701.879
C710,Michigan,Victory Clinical Services Lansing,4902 South cedar,Lansing,42.685199,-84.548464,,ingham,26065,2,286185,556.063
C711,Michigan,"Michigan Therapeutic Consultants, PC",913 W. Holmes Road,Lansing,42.69745109,-84.56469039,"913, West Holmes Road, Old Everett, Lansing, Ingham County, Michigan, 48910, United States of America",ingham,26065,2,286185,556.063
C712,Michigan,"Michigan Access Center, Inc.",2722 East Michigan,Lansing,42.71164495,-84.6087195,"Child Evangelism Fellowship, 4301, West Mount Hope Highway, Delta Center, Waverly, Delta Charter Township, Eaton County, Michigan, 48917, United States of America",eaton,26045,2,108586,575.205
C713,Michigan,"Ultimate Solutions, Inc.",29240 Buckingham,Livonia,42.38543768,-83.32797223,"29240, Buckingham Street, Elm, Livonia, Wayne County, Michigan, 48154, United States of America",wayne,26163,1,1763822,611.788
C714,Michigan,"Sacred Heart Rehabilitation Center, Inc.",1400 E 12 MIle Road,Madison Heights,42.50498,-83.09197,"1400, East 12 Mile Road, Madison Heights, Oakland County, Michigan, 48071, United States of America",oakland,26125,1,1241860,867.164
C715,Michigan,"Sacred Heart Rehabilitation Center, Inc.",400 Stoddard Rd.,Memphis,42.886745,-82.741292,,macomb,26099,1,864019,479.175
C716,Michigan,Passion of Mind Healing Center,14930 Laplaisance Road,Monroe,41.9045611,-83.3977738,"Laplaisance Road, Monroe, Monroe County, Michigan, 48161, United States of America",monroe,26115,3,149619,549.35
C717,Michigan,Recovery Unlimited Treatment Center,3169 West Pierson Rd.,Mount Morris,43.060794,-83.739734,,genesee,26049,2,410881,636.936
C718,Michigan,Michigan Theraputic Consultants P.C.-MT. Pleasant,4273 Corporate Way,Mt. Pleasant,43.61555387,-84.75773996,"4273, Corporate Way, Mount Pleasant, Union Township, Isabella County, Michigan, 48858, United States of America",isabella,26073,4,70572,572.697
C719,Michigan,Muskegon Recovery Center,1611 Oak Avenue,Muskegon,43.23775111,-86.2037016,"1611, Oak Avenue, Muskegon, Muskegon Township, Muskegon County, Michigan, 49442, United States of America",muskegon,26121,3,172707,503.912
C720,Michigan,"Eastside Outpatient Services, PLLC",445 East Sherman Blvd.,Muskegon Heights,43.20500447,-86.23299096,"445, East Sherman Boulevard, Muskegon Heights, Muskegon County, Michigan, 49444, United States of America",muskegon,26121,3,172707,503.912
C721,Michigan,"Metropolitan Rehabilitation Clinics, Inc.",21700 Greenfield St.,Oak Park,42.453234,-83.19994,,oakland,26125,1,1241860,867.164
C722,Michigan,Bio Medical Behavioral Health System,31581 Gratiot Avenue,Roseville,42.8936887,-82.53413228,"Michigan Specialty Coatings, 5407, Gratiot Avenue, Rattle Run, St. Clair Township, Saint Clair County, Michigan, 48079, United States of America",st clair,26147,1,159761,721.335
C723,Michigan,Victory Clinical Services IV,508 shattuck rd,Saginaw,43.450955,-83.947014,"508, Shattuck Road, Shattuckville, Saginaw Charter Township, Saginaw County, Michigan, 48604, United States of America",saginaw,26145,3,193803,800.702
C724,Michigan,"Sacred Heart Rehabilitation Center, Inc.",19611 East 8 Mile Road,Saint Clair Shores,42.45071555,-82.9273547,"19611, East 8 Mile Road, Harper Woods, Macomb County, Michigan, 48080, United States of America",wayne,26163,1,1763822,611.788
C725,Michigan,"Sterling Heights Treatment Services, LLC",34208 Van Dyke Ave.,Sterling Heights,42.5809666,-83.0304853,"Van Dyke Avenue, Sterling Heights, Macomb County, Michigan, 48317, United States of America",macomb,26099,1,864019,479.175
C726,Michigan,Quality Behavioral Health,37490 Dequindre Street,Sterling Heights,42.5675,-83.0878,,oakland,26125,1,1241860,867.164
C727,Michigan,Community Programs Inc,1435 North Oakland Boulevard,Waterford,42.65328728,-83.43232899,"1435, North Oakland Boulevard, Four Towns, Waterford Township, Oakland County, Michigan, 48327, United States of America",oakland,26125,1,1241860,867.164
C728,Michigan,Therapeutics,50222 Dennis Court,Wixom,42.52649298,-83.54696557,"50222, Dennis Court, Wixom, Oakland County, Michigan, 48393, United States of America",oakland,26125,1,1241860,867.164
C729,Minnesota,"Pinnacle Recovery Services, PSC",2215 South 6th Street,Brainerd,46.33163766,-94.20060621,"2215, South 6th Street, Westwood Mobile Home Park, Brainerd, Crow Wing, Minnesota, 56401, United States of America",crow wing,27035,4,63505,998.364
C730,Minnesota,"Valhalla Place, Inc  Brooklyn Park",2807 Brookdale Drive,Brooklyn Park,45.09531242,-93.31672641,"2807, Brookdale Drive, Brooklyn Park, Hennepin County, Minnesota, 55444, United States of America",hennepin,27053,1,1224763,553.852
C731,Minnesota,"Metro Treatment of Minnesota, LP",11939 River Hills Drive,Burnsville,44.78714115,-93.23271756,"Dakota Treatment Ctr, 3101 - 11939, River Hills Drive, Burnsville, Dakota County, Minnesota, 55337, United States of America",dakota,27037,1,414655,562.545
C732,Minnesota,Center for Alcohol and Drug Treatment,1402 East Superior Street,Duluth,46.80033044,-92.08053963,"1402, East Superior Street, Hunters Park, Duluth, Saint Louis County, Minnesota, 55805, United States of America",st louis,27137,2,200294,6247.316
C733,Minnesota,Veterans Affairs Medical Center Outpatient Methadone Program,1 Veterans Dr.,Minneapolis,44.9030439,-93.20499029,"VA Medical Center, 1, Veterans Drive, Nokomis, Hennepin County, Minnesota, 55417, United States of America",hennepin,27053,1,1224763,553.852
C734,Minnesota,HCMC Addiction Medicine Shapiro Building,914 South 8th St. ,Minneapolis,44.9678189,-93.2540318,"South 8th Street, Phillips, Minneapolis, Hennepin County, Minnesota, 55415-1226, United States of America",hennepin,27053,1,1224763,553.852
C735,Minnesota,Alliance Clinic,3329 University Avenue SE,Minneapolis,44.9693071,-93.2100843,"Alliance Clinic, 3329, University Avenue Southeast, Prospect Park - East River Road, Minneapolis, Hennepin County, Minnesota, 55414, United States of America",hennepin,27053,1,1224763,553.852
C736,Minnesota,"Specialized Treatment Services, Inc. / Central",1132 Central Ave NE,Minneapolis,44.99913512,-93.24753624,"1132, Central Avenue Northeast, Logan Park, Northeast, Minneapolis, Hennepin County, Minnesota, 55413, United States of America",hennepin,27053,1,1224763,553.852
C737,Minnesota,Alliance Wellness Clinic Inc,8040 Old Cedar Avenue South,Minneapolis,44.8994392,-93.2475797,"Old Cedar Avenue South, Diamond Lake, Minneapolis, Hennepin County, Minnesota, 55407, United States of America",hennepin,27053,1,1224763,553.852
C738,Minnesota,"Specialized Treatment Services, Inc.",7472 Lakeland Avenue North,Minneapolis,45.0907,-93.3803,,hennepin,27053,1,1224763,553.852
C739,Minnesota,"Metro Treatment of Minnesota, LP",2360 North Broadway,Rochester,44.0361556,-92.4631019,"North Broadway Avenue, Rochester, Olmsted County, Minnesota, 55906, United States of America",olmsted,27109,3,151685,653.62
C740,Minnesota,St. Paul Metro Treatment Center,2311 Woodbridge St.,Roseville,45.01128185,-93.10733061,"2311, Woodbridge Street, Roseville, Ramsey County, Minnesota, 55113, United States of America",ramsey,27123,1,537893,152.243
C741,Minnesota,"Metro Treatment of Minnesota, LP",524 25th Avenue North,St. Cloud,45.56284386,-94.18775284,"524, 25th Avenue North, Shady Oak Mobile Park, St. Cloud, Stearns County, Minnesota, 56303, United States of America",stearns,27145,3,155300,1342.796
C742,Minnesota,"Specialized Treatment Services, Inc. / St. Paul",311 Spruce Street,St. Paul,44.95524427,-93.08973794,"311, Spruce Street, St. Paul, Ramsey County, Minnesota, 55101, United States of America",ramsey,27123,1,537893,152.243
C743,Minnesota,Valhalla Place Inc.,6043 Hudson Road,Woodbury,44.9450059,-92.9043038,"Hudson Road, Woodbury, Washington County, Minnesota, 55129, United States of America",washington,27163,1,250979,384.412
C744,Mississippi,Biloxi Treatment Center,1989 Pass Road,Biloxi,30.40254125,-88.95468025,"1989, Pass Road, Biloxi, Harrison County, Mississippi, 39531, United States of America",harrison,28047,2,200491,573.642
C745,Mississippi,"ALTR of Jackson, LLC",500 D East Woodrow Wilson Dr.,Jackson,32.3273,-90.178198,,hinds,28049,2,243249,869.829
C746,Mississippi,Jackson Comprehensive Treatment Centers,1935 Lakeland Drive,Jackson,32.33376001,-90.13733405,"1935, Lakeland Drive, Flowood, Hinds County, Mississippi, 39216, United States of America",rankin,28121,2,149645,775.494
C747,Mississippi,Meridian Treatment Center,2419 10th Street,Meridian,32.36678029,-88.70286461,"2419, 10th Street, Complete, Meridian, Lauderdale County, Mississippi, 39301, United States of America",lauderdale,28075,5,78221,703.673
C748,Missouri,"Metro Treatment of Missouri, LP",760 South Kings Highway,Cape Girardeau,37.288625,-89.554726,,cape girardeau,29031,3,78013,578.542
C749,Missouri,"DRD Management, Inc.",1301 Vandiver Road,Columbia,38.972,-92.320917,,boone,29019,3,174589,685.551
C750,Missouri,"Center for Life Solutions, Inc.",9144 Pershall Road,Hazelwood,38.77682458,-90.35801163,"9144, Pershall Road, Robertson, Hazelwood, Saint Louis County, Missouri, 63042, United States of America",st louis,29189,1,999539,507.441
C751,Missouri,"VCPHCS XV, LLC d/b/a Joplin Treatment Clinic",2919 East 4th Street,Joplin,37.0870554,-94.47862808,"2919, East 4th Street, East Joplin, Joplin, Jasper County, Missouri, 64801, United States of America",jasper,29097,3,118522,638.506
C752,Missouri,Paseo Comprehensive Rehabilitation Clinic,1000 East 24th Street,Kansas City,39.08511685,-94.57232898,"Center for Behavioral Medicine, 1000, East 24th Street, Hospital Hill, Westport, Kansas City, Jackson County, Missouri, 64108, United States of America",jackson,29095,1,688554,604.519
